word	why
JOSEPHS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
JOURNALISTS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
JUMPIN	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
JUNIORS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
KATIES	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
KAYS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
KEY	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
KIANG	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
KIDS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
KILLERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
KING	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
KINGS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
KNIGHTS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
KOHL	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
KURTS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
LAB	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
LABOURS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
LADIES	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
LADYS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
LAIR	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
LAMBS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
LAMPOONS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
LANGUAGES	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
LAWYERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
LAYMANS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
LEES	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
LEGENDS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
LETS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
LEYS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
LIFE	one of the 5,000 commonest English words, and en.wiktionary does not file it as Swahili
LIFES	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
LINCOLNS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
LINDY	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
LIONS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
LIVIN	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
LONDONS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
LOOKIN	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
LORDS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
LOREAL	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
LOURS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
LOVE	one of the 5,000 commonest English words, and en.wiktionary does not file it as Swahili
LOVERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
LOVES	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
MACHINES	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
MAGAZINE	by hand: English
MAGAZINES	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
MAIN	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
MAJESTYS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
MAKIN	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
MAMMAS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
MAN	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
MANIFESTO	by hand: English
MANS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
MANUFACTURERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
MAOS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
MARES	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
MARGARETS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
MARKS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
MARTINS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
MARTYRS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
MARVELS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
MARYS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
MASTERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
MATHEMATICS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
MEMBERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
MEMSAHIB	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
MENS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
MIC	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
MICKEYS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
MILL	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
MILLIONAIRES	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
MILLS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
MIN	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
MIND	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
MINDS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
MINERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
MINISTERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
MODS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
MONDES	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
MOORS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
MORES	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
MOTHERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
MOVIN	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
MULLERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
MUMMYS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
MURPHYS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
MUSIC	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
MUSICS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
NANAS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
NAPOLEONS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
NASAS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
NATIONS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
NATURES	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
NEST	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
NEWSPAPERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
NEWTONS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
NICKELODEONS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
NIGHTS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
NOAHS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
NOBODYS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
NOTHIN	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
NOTHINGS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
NUMBER	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
NURSES	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
OBRIEN	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
OCEANS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
OCLOCK	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
OCONNELL	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
ODONNELL	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
OFARRELL	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
OFFICERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
OFFICIALS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
OGRADY	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
OLEARY	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
ONEILL	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
ONES	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
ONLY	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
OPTIMISTS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
ORANGES	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
ORG	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
ORGANIZATIONS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
OVERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
PACS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
PAINTER	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
PANDORAS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
PANTHERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
PARADE	one of the 5,000 commonest English words, and en.wiktionary does not file it as Swahili
PARKS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
PARTNER	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
PARTNERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
PARTYS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
PAULS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
PEG	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
PEOPLES	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
PEPPERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
PERIOD	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
PETERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
PHARAOHS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
PHILOSOPHERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
PHOTOGRAPHERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
PHYSICIANS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
PIERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
PILGRIMS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
PLACE	one of the 5,000 commonest English words, and en.wiktionary does not file it as Swahili
PLATINUM	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
PLAYER	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
PLEASURES	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
PLUS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
POLICE	by hand: English
POLITICOS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
POP	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
POST	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
POUND	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
POWERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
PRAYER	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
PREFECTS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
PREMIERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
PRESIDENTS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
PRINCES	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
PRIZE	one of the 5,000 commonest English words, and en.wiktionary does not file it as Swahili
PRODUCTIONS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
PROFESSORS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
PROGRAMMERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
PROJECT	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
PROJECTS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
PROPHETS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
PUBLISHERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
PUNKD	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
RAIN	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
RAISIN	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
RAMIS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
RAND	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
RAPPERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
RAS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
READERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
RECORDS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
REGENTS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
REPORT	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
RESEARCHERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
RICHARDS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
RILEYS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
RIN	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
RING	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
RIVERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
ROCKIN	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
ROCKNROLL	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
ROCKS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
ROGERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
ROLLIN	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
ROMES	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
ROW	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
RULERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
RUNNERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
RUNNIN	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
RUNS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
RUSH	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
RYANS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
SAD	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
SAHIB	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
SAID	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
SAINTS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
SALAAMS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
SAMS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
SCHOLARS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
SCHOOL	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
SCHOOLS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
SEASONS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
SEN	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
SERPENTS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
SERVANTS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
SERVICES	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
SHAHS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
SHAKE	one of the 5,000 commonest English words, and en.wiktionary does not file it as Swahili
SHARIAH	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
SHARIF	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
SHEPHERDS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
SHES	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
SHORE	one of the 5,000 commonest English words, and en.wiktionary does not file it as Swahili
SHOW	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
SIMONY	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
SIS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
SISTERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
SKYS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
SLEEPS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
SMITHS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
SOCIETY	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
SOCIETYS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
SOLDIERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
SOLO	one of the 5,000 commonest English words, and en.wiktionary does not file it as Swahili
SOMEBODYS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
SOMEONES	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
SOMETHIN	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
SONGS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
SORCERERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
SOUL	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
SOULS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
SPEAKERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
SPEED	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
SPIDERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
STAR	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
STARIN	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
STATE	one of the 5,000 commonest English words, and en.wiktionary does not file it as Swahili
STATES	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
STERNS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
STOKERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
STONES	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
STUDENTS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
SUCRES	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
SUPPORTERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
SURFS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
SURGEONS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
SURVIVORS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
SWANS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
SYKES	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
SYSTEMS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
TAKIN	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
TALE	one of the 5,000 commonest English words, and en.wiktionary does not file it as Swahili
TALKIN	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
TANG	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
TEACHERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
TEDS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
TELEVISIONS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
TEN	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
TEST	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
THATS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
THEATRES	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
THEOLOGIANS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
THERES	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
THEYLL	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
THOMPSONS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
THUNDERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
TIME	one of the 5,000 commonest English words, and en.wiktionary does not file it as Swahili
TIS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
TITANS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
TODAYS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
TOMORROWS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
TOMS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
TONIGHTS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
TOP	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
TOUR	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
TOURS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
TOWN	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
TRAVELLERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
TRIBUNES	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
TRUTH	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
TRYIN	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
TURKEYS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
TURNERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
TUTS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
TVS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
UKELELE	by hand: English
UNIONS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
UNIVERSITIES	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
UNIVERSITY	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
UNIVERSITYS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
UNS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
USHERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
VALENTINES	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
VANG	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
VERONICAS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
VETERANS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
VIA	one of the 5,000 commonest English words, and en.wiktionary does not file it as Swahili
VICTORIAS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
VIEWERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
VISITORS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
VIZ	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
VOTE	one of the 5,000 commonest English words, and en.wiktionary does not file it as Swahili
VOYAGERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
WAGE	one of the 5,000 commonest English words, and en.wiktionary does not file it as Swahili
WAIL	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
WALKERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
WALKIN	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
WAN	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
WAND	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
WANGS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
WASH	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
WASHINGTONS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
WASNT	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
WAW	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
WEBERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
WEBSTERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
WED	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
WEES	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
WELL	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
WERE	one of the 5,000 commonest English words, and en.wiktionary does not file it as Swahili
WESTS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
WHATLL	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
WHATS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
WHEELS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
WHERED	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
WHERES	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
WHISTLERS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
WHITES	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
WHOS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
WIDOWS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
WIFES	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
WILDERNESS	ends in a consonant, which no native Swahili word does, and en.wiktionary does not file it as Swahili
